,Text,score,analysis
524,bobs red mill red lentils delicious different regular brown lentils lighter less earthy flavor red lentils require soaking rinse high fiber superb soups appealing children well adults highly recommend easy moroccan type red lentil soup lots fresh lemon google recipes simply chop one onion saute quickly olive oil add plenty chicken vegetable broth diced tomatoes chopped fresh perhaps chopped fresh flatleaf parsley juice several lemons make entire lentil bag soup goes fast house soup cooks stovetop hour warm tasty winter light citrusy enough summer red lentils freeze well fabulous healthy vegetarian meal served whole grain crusty bread comfort food best try,0.234,Neutral
525,brought back childhood dad would always take us kids grocery store buy us squeeze pop good easy eat mom would upset bought us also sticky boy make things sticky excited purchases still sell squeeze pops stores sell sour variety dont like sour ones id wander aisles hoping maybe would stocked original version avail pleased know get,0.2604166666666667,Neutral
526,initially overproducer horrified mistake doctor prescribing wrong birth control caused dramatic drop supply wasnt even close keeping son away daycare lactation consultant recommended tea ordered right away earlier week pumping best half previously pumped started tapping freezer stash scary wednesday tea arrived immediately started drinking thursday lowest day ever able pump 6 oz total day long discouraged morning woke breasts feeling full like supply began reduce completed first pumping session able pump half ounce typically pump drank tea 3 times wednesday 5 times thursday feel like supply completely regenerated probably reduce tea 2 3 times day tea amazing started terrible scary week giving breastfeeding sad thought ended high note,-0.017577639751552784,Neutral
527,yip yap always favorite treat pets finally come across dog hesitantly eats also noticed strong odor open tin giving away formula good eaten dogs see reward,0.32666666666666666,Neutral
528,wonderful coffee works perfectly keurig platinum noticeable residue coffee cup flavor excellent recommend storing unused pods resealable storage bad maintain freshness,0.5750000000000001,Positive
529,salt great way cheaper local spice shops seem difficult grind himilayan salts tried little time makes well worth would buy yes,0.0825,Neutral
530,promotional discount reluctantly decided try via still instant coffee little better instant coffee market say disgusting personally without rather subject inferior qualities product one still needs hot water make instant coffee hot water one use small french press coghlans one cup coffee filters melitta u inc 640007 perfect brew filter cone dont lower standards folks,0.03044871794871795,Neutral
531,ive always loved cereal hasnt always available various places lived texture standpoint crunchy robust holding well milk without getting soggy also crunchy robust unpalatable like straw rawtwinelike texture high fiber cereals decent amount fiber per serving 5 grams kind cutoff healthy cereals opinion pretty good slug protein 6 grams enough make fairly filling good amount whole grain oats perfect taste terms sweetness enough sugar dont need add much feel like im dessert breakfast great stuff,0.4162745098039216,Neutral
532,wouldnt recommend product use drips constantly end losing much syrups use dont mind dripping wasting syrups serve purpose,0.1,Neutral
533,ive used stevia years really like product ingredient xylitol supposed help prevent tooth decay also bargain compared individual packets,0.1,Neutral
534,hype leonard mountain dry soups gotten sure disappoint made 6 varieties sitting bowl chicken pasta type consistently badeven though followed package directions exactly maybe problem followed package directions none done 20 minutes edible 20 minutes yes worth paying xx dollars worth calling gourmet one reviewer called veggies chunky really wonder kind soup theyre used think soups chunkybr br advice lipton instant soup give salty overseasoned experience leonard mountain mixes lot cheaper course liption instant soup doesnt purport call gourmet like lm doesbr br real advice want real soup really takes 20 minutes throw stock canned broth work pot let boil toss fresh veggies frozen want precooked meat raw shrimp pasta want canned beans want cook veggies way like season taste salt pepper add garlic andor onion powder green herbs great know use thembr br youre using crockpot time thing except wait last 30 minutes toss precooked meat could also get away dried beans crockpotbr br case fresh soup takes 20 minutes begin lm soups arent saving anyone timebr br never buy ever need convenience id rather buy canned soup,0.14774114774114772,Neutral
535,gave pica limon candy sister birthday used eat kid gave thumbs bought candy amazoncom nobody else carries reasonably priced,0.2,Neutral
536,really something special coffee br intrigued raise prices coffee amazon,0.2785714285714286,Neutral
537,mix helps lot workouts although might subjective judgment definitely would order mix finish pack consider products company,0.0,Neutral
538,picked box coffee walmart thought kcups felt rather light put one machine second started brewing knew smell instant felt extremely ripped keurig coffeemaker brews coffee instantly would anyone put instant coffee kcup called company said grove square authorized make coffee returned box wal mart full refund noticed last time wal mart selling brand new iced coffee kcups wouldnt buy another kcup wal mart dont carry popular coffee brands wouold continue carry inferior coffee,0.13613636363636364,Neutral
